ID	Descr
613	The significant impact of society's energy needs on the environment will be examined. The course will cover our society's different sources of energy (fossil fuel, nuclear, hydropower, solar, etc), discussing how each is obtained, and giving their advantages and limitations. The use of energy in the future will also be explored, as some present sources run out and new ones become practical. The basis of climate will be developed, and students will learn how changes to Earth's atmosphere and oceans affect human civilations and natural ecosystems. Each week one or more group or demonstration experiments will be performed, to illustrate concepts.
614	This course, which considers the theory and practice of effective instructional practices in diverse classrooms,will focus on the components of instruction and will be practiceoriented and performance-based. Emphasis will be given to the understanding and application of the New York State Learning Standards in inclusive subject area classrooms. Such topics as unit planning and lesson planning, motivation inclusion, diversity, teacher expectations,questioning skill feedback strategies, methodology, technologies, and evaluation and assessment will be studied. Students will develop and practice behaviors and strategies characteristic of effective teaching using culturally relevant pedagogies. Students will examine their own ""identity story"" and the impacts of bias in the classrooms.
615	An examination of the moral experience, moral character, and moral discernment, as well as an analysis of the principles and procedures used in the Western religious traditions to adjudicate crucial moral issues such as: sexual morality, medical ethics, race relations, and moral judgements about warfare. analysis. After exploring global issues during the first half of the semester, we will consider domestic problems in the United States. The course aims to educate students about current affairs from the perspective of Catholic traditions on social justice as well as to refine their analytical skills in applied moral theology. Prerequisite: one disciplinary course in religious studies. Offered at least once every two years.
616	This course introduces the structural, physical, and chemical properties of polymeric macromolecules, the thermodynamic and kinetic properties that govern their various features. The synthesis and characterization of these molecules will be investigated. This course will emphasizes many of the various techniques of regulating polymerization.
617	The course will provide a basic background in chemical principles and processes in the context of their role in environmental issues. Topics to be discussed include ozone depletion, acid rain, global warming, and general uses and misuses of our natural resources. The goal of the course is to enable students as informed consumers to critically evaluate scientific issues which have a crucial impact on our world. Not open to Biology or Chemistry majors.
618	Students perform an independent study on a chemistry topic of their choice. The project requires approval of the faculty mentor and may involve curriculum development or laboratory improvement. The course culminates in a written
619	This course provides a survey of mathematical techniques used in common business applications. Mathematical technique central to the understanding of finance and derivative calculus will be introduced, with emphasis placed on the interpretation of contextual solutions encountered in many areas of business. Applications include financial valuation, elementary modelling, and optimization through the examination of rates of change.
620	This course is designed to introduce students to the basic scientific methods, tools and techniques needed to understand and analyze environmental issues. Topics covered include ecosystem structure and function, population dynamics and regulation, resources and resource management, and pollution. The laboratory will include projects dealing with current environmental issues, and will emphasize hypothesis testing, data collection and analysis, and oral and written presentations. Several field trips (including one weekend trip) will introduce students to local ecosystems and to local environmental issues. Lab fee.
621	A study of ecological processes in tropical ecosystems, emphasizing the ecology of tropical rainforests. The laboratory portion of the course will involve two weeks of
622	Methods of computer simulation and its diverse applications are introduced. The course is project-oriented; projects include the motion of massive and charged particles, chaotic systems, and random systems. Methods include the numerical solution of differential equations, fast Fourier transforms, and Monte Carlo techniques. Two hours of lecture and three
623	This course will examine the American War in Vietnam (1965-1975) through major literary works written by both American and Vietnamese authors. Emphasis is placed on situating the literature within the historical context.
624	This course will be taught with varying subject content in the field of Management at an introductory level with no prequisites. The particular content will be indicated by subtitle. This course is not intended for students within the School of Business and may not be taken for credit by students enrolled in a major offered by the School of Business. School of Arts and School of Science students may take this course for elective credit only. It may be taken more than once with different content. 
625	Independent study under faculty supervision in the area of multimedia design. Independent Study courses provides students with in-depth learning opportunities that involve private consultation with the advisor and independent research. Independent Studies require a proposal approved by the faculty member, the Department Chair, and the Dean.
626	An introduction to philosophy focusing on various themes pertaining to human existence. The subjects treated include knowledge, community, beauty, love, freedom, justice. Also, examined are questions concerning body and the soul, the meaning of life and death, and the individual's relation to God. the figure of socrates is prominent, but philosophers from a varity of historical periods and traditions are also studied.
627	A thorough review of the structures of the French language, supplemented by selected readings. Emphasis will be placed
628	This beginning course is designed for students with no background in Spanish. The main objective is to help you achieve a beginner's level of proficiency in Spanish. It will emphasize the development of practical communication skills through a variety of interactive activities and the study of basic grammar structures. Besides listening comprehension, reading, writing and pronunciation skills, the course will focus on the diverse cultures of the Spanish-speaking countries around the world and the Spanish-speaking people living in the United States.
629	Honors level of the HIST 101 course. At the seminar level, this course provides students with an introduction to the discipline and methodologies of history through study of the West to non-Western societies in the contemporary world. Attention is focused on understanding the unique events and trends of the 20th and 21st centuries and their political, social, economic literary, and artistic antecedents in the
630	This course explores the political, social, cultural geographical, and economic expansion of the United States from the end of the War of 1812 to the sectional crisis over the Kansas territory in 1854. Students will analyze major themes including race, class, gender, immigration, social reform, nationalism, and sectionalism.
631	Newtonian mechanics of particles and systems of particles, including rigid bodies. Topics include vector analysis, potential theory, central forces, the two-body problem, collisions, oscillatory phenomena, moving reference frames. Lagrangian and Hamiltonian formulation of classical
632	Gateway to Health Studies is an introduction to the various disciplines and tracks within the healthcare field, with emphasis on careers and hot topics in health studies. In particular, students will be introduced to the principles and vocabulary used in the study and practice of health sciences, health policy and healthcare administration. This class provides students with the opportunity to begin to develop some of the foundational skills (communication, critical thinking and problem solving) that are important learning outcomes for the Health Studies major. Further, it provides students with an introduction to engagement activities (undergraduate research, service, and experiential learning) that will help position students for the future.
633	Continuation of GERM --340.
634	A study of the basic topics in psychology that lay the foundation for courses leading to a major in psychology and are relevant to assisting students in understanding themselves and others. This course is recommended to students seeking an elective in psychology and as the initial course for psychology majors.
635	This laboratory is required for students enrolled in BIOL-110 and BIOL-170 lectures. Lab work includes experiments designed to illustrate basic biological concepts. Emphases include developing and testing hypotheses and writing laboratory reports. Lab fee.
636	A study in English of the Greco-Roman myths that deal with the heroes and heroines of the Greek royal houses, of the Trojan War, of the journey home; the legends involving Theseus, Heracles, Perseus, and Jason; certain local traditions of myths; the transformation of the Greek heroic tradition among the Romans, in particular that of the Trojan Aeneas; theoretical perspectives will be used to understand ancient conceptions of heroism and how they have influenced the later tradition.
637	This course is desinged as an analysis of political institutions in Western Europe. Topics to be addressed include the impact of the welfare state and dilemmas of governing in post-modern and post-industrial socities, as well as problems of race and ethnicity. Some familiarity with parliamentary systems or other political cultures would be a helpful background for interested students.
638	An introductory course establishing comparative models of political systems focusing upon socio-political organization, political socialization, decision-making and
639	This class investigates the concepts of community, social justice, change and development in and through community-based consulting projects with nonprofit organizations. This course examines the role business consulting plays in addressing pressing nonprofit
640	The significant impact of society's energy needs on the environment will be examined. Each week one or more group or demonstration experiments will be done. These will emphasize that scientific truth is deductedfrom experiments and is ultimately dependent on experiment verification and consistency. Students will use/observe actual scientific methods, techniques, instrumentation, make logical deductions, develop trial hypotheses, and do error analysis. Not open to Physics majors.
641	Entrepreneurship and New Venture Creation 3 credits. An introductory course concentrating on how new venture opportunities are identified and assessed. Special attention is given to exploring the unique role of entrepreneurship and innovation in society. Course content focuses both on understanding the historical, social, and ethical context of entrepreneurship and in seeking, assessing and developing new venture opportunities. Students will learn alternative approaches to finding new venture opportunities and assessing the
642	Environmental Chemistry, is the study of natural and anthropogenic substances in the environment. Specifically, the course will cover the source, transport, reactions, effects and fate of chemicals in the atmosphere, hydrosphere and lithosphere. The course will also examine the distribution and interaction of chemical substances these semiempirical, and particulary av initio computational
643	This course considers the objectives and strategies of international business in the context of global competition. It equips managers with a comprehensive framework to formulate strategies and influence in the global marketplace in ways that maximize economic, social, and environmental sustainability. Students will consider and analyze topics such as competitive advantage, country assessment and selection, why firms choose to internationalize, and how the various value chain operations can be internationalized. Considerations of managing international business operations include the role of supranational institutions such as the IMF and WTO and regional cooperation agreements. Students will study the principles of multinational business management and strategy, explore the fundamental differences among developed and developing countries, and analyze the forces driving international business trends.
644	This course provides a systematic analysis of a range of social welfare policies and programs and their impact on individuals, families, groups, organizations and communities Through the use of analytical and experiential learning, emphasis is placed on developing policy practice skills to promote social and economic justice, equality, equity and human rights within the context of political, legislative and community processes.
645	Laboratory or field research of an original nature under the direction of a faculty member. Arranged by mutual consent of student and faculty member. Credit for independent research may be earned in more than one semester. Normally taken for 2 credits, but may be taken for 1 or 3 credits with approval of department head. Attendance at all departmental colloquia
646	The reform of western Christianity in the sixteenth and seventeenth centuries as Europe moved from the medieval to the modern world. Special attention will be paid to significant figures such as Luther, Calvin and Ignatius Loyola.
647	Regression Analysis and Statistical Models encompass essential statistical techniques that have vast applications in any field that involves data. This course introduces simple, multiple, and polynomial regression models, in addition to generalized linear models. Additional topics include correlation, collinearity, model building, model adequacy, and residual analysis, amond others.
648	A study of processor, memory, device, and information management of contemporary computer systems. Emphasis is placed on the models and algorithms for multi-programming computer operating systems. Discussion will include classic problems such as the concurrency problems of mutual exclusion, deadlock and synchronization, and memory management concepts such as paging, working set and segmentation. The laboratory includes an introduction to
649	Modern approaches to its various uses, including investment aspects of life insurance, types of contracts, the beneficiary clause and settlement options. Includes analysis of the life and health insurance contracts, types and organization of companies, investment policy, underwriting and marketing, and rate-marketing principles and techniques,
650	This course will cover selected topics at the graduate level. This course may be taken multiple times with different topics. See the sample syllabus for the type of course that might be offered. Examples of topics that could be offered under this course number include but are not limited to: Data Mining, Prescriptive Analytics, Advanced Predictive Analysis, Health Analytics, Portfolio Analytics, Risk Analytics and Security Analytics.
651	Consideration of a mathematical topic selected on the basis of faculty and student interest. Designed for students with good mathematical backgrounds. May be taken twice with different topic. Permission of instructor or department required for registration. Offered Spring Semester.
652	The course examines contemporary issues, structures, and other relationships of international relations (may be taken more than once with different content). Consult Fall and Spring schedules for specific topics. An additional fee may be required, depending on the course offered.
653	This course is a practical examination of reporting for radio and television outlets including cable. Students practice covering actual news events first for radio and then for television. They gain actual experience in the field with those skills they learn in the prerequisite course. Introduction to Broadcast Journalism, including interviewing, developing stories, and broadcast news writing. Further, students will learn to use a tape recorder and edit audio for their radio reports. They will also learn to shoot news video and edit video stories for use on the college's cable channel. Students will be introduced to the concepts of performance for broadcast reporting. Same as CREA 360. Lab fee.
654	To increase proficiency in speaking Arabic and deepening the understanding of cultural realities. This course is for students who have completed the equivalent of four semesters of college Arabic. 
655	A survey of East Asian history with emphasis on the political, economic, social, and cultural development of China, Japan and Korea: since 1600.
656	Machine learning is the subfield of artificial intelligence that uses data mining and statistical pattern recognition to ""learn"" algorithms to classify data, make predictions and solve data intense problems. Topics include: Supervised learning using regression, support vector machines, and neural networks; Unsupervised learning including clustering, dimensionality reduction, and recommender systems. Students will engage in handson activities to design and implement learning algorithms and systems for solving problems in areas such as robotics, text understanding, computer vision, medical informatics, database mining, and other areas.
657	Supply Chain Management is a system approach in managing the entire flow of information, materials, and services from raw material suppliers through supply chain entities to the end customer. Emphasis is placed on supply chain challenges related to providing logistical support for procurement, manufacturing and marketing-distribution. The course will focus on supply chain strategy, logistics information systems, segmental positioning, order management and fulfillment, inventory, forecasting and collaborative planning. In addition, the course will focus on morei operational issues related to transportation, third party logistics, warehousing, materials handling, international logistics, and facility network design.
658	A study of a specialized topic in one of the fields of Religious Studies, which include historical studies, scriptural studies, religious thought (theology and ethics), and world religions. The selected subject matter is announced in the schedule of course offerings in semesters when it is offered. Students may repeat this course for credit provided the selected subject matter has not been previously taken for credit. An additional fee may be charged depending on the topic offered.
659	This course will give the prospective teacher sustained experience in the middle school classroom. In addition to teaching, the student is expected to assume other professional responsibilities that are assigned to him/her by the cooperating teacher and/or principal. It is expected that student teachers will gradually add teaching
660	A study of art in the United States from the seventeenth to the twentieth century considering both the European influence and American styles. Small group field trips to local/regional historic houses and museums are required.
661	Robotics is a subfield of artificial intelligence that utilizes technology to complete tasks that humans would normally complete. This course is an introduction to robotics, with an emphasis on mobile robots operating in human-scale environments. Students will gain an understanding of the basic theory and practice of mobile robots and human-machine interaction. Topics include: Robot Operating System (ROS), Open Source Computer Vision(OpenCV), Client/Server Communication, the Linux Operating System and the Python Programming Language. Students will work in teams to implement a challenging robotic task.
662	Advanced study in the area of investment management with the emphasis on analysis of modern portfolio theories and advanced investment strategies. This course takes a quantitative approach in the decision-making process and requires an oral and written presentation of computer based 
663	A study of several major Shakespearean plays. The works will be analyzed against the background of Shakespeare's life and times. Same as ENGL 240. Students will explore compelling issues of the era of Queen Elizabeth I such as images of the self, the myth of the Golden Age, and the controversy over gender roles. Readings will be selected from writers such as Sir Thomas More, Edmund Spenser, Philip and Mary Sidney, and Queen
664	A survey of the origins and development of the American Revolution and the United States from the British imperial crisis of the 1760s through the conclusion of the War of 1812. Topics will include the political, social, and economic causes of the American Revolution, the military
665	A continuation of CHEM-210 with emphasis on the functional group chemistry of aromatics, alcohols, ethers, carbonyl compounds, carboxylic acids and their derivatives, and bioorganic molecules. Resonance theory, conjugation, aromaticity, multistep organic syntheses, and reaction mechanism are explored in detail. Functional group chemistry and multi step syntheses are stressed in the laboratory, along with spectroscopic and chromatographic analysis of products. Three hours of lecture and four hours of laboratory each week. Lab fee.
666	This course introduces students to methods of historical analysis. Students will learn essential skills that are required for the successful completion of research and writing intensive assignments in other History courses. They will learn how to locate, utilize, and evaluate historical resources as well as follow guidelines for proper citation and attribution in historical writing. This course also examines the discipline of history. Students will learn how historians make history and discuss ethical issues related to historical research, writing and presentation. It cannot be taken concurrently with HIST 499. Permission of Instructor required.
667	This course is designed for students who are pursuing a career in one of the medical fields. In this course students will learn the following: basic Spanish grammar and vocabulary applicable to a broad range of medical situations; to ask basic medical questions in Spanish and to compile a complaint history; the medical terminology of body parts and systems of the body in Spanish; appropriate protocols and cultural norms that apply when treating people from a variety of Spanish
668	This course will awarded to School of Business students others are completion of CSIS-010 or CSIS-011. Similarly, this serves as one possible prerequisite to certain CSIS and
669	An examination of the stances and attitudes toward nature and the environment taken by several religious communities. The course will assist students to develop a constructive assessment of the theological and ethical contributions religious communities can make to environmental studies.
670	A survey of the social, cultural, and political development of Rome from its foundation to the fall of the Empire.
671	An historical and systematic examination of key elements of the Catholic tradition, e.g., tradition, sacrament, ministry, papacy, and spirituality. Contemporary issues such as the relationship between Catholicism and politics and the dialogue between Catholicism and world religions will also
672	By expanding the student's understanding of the financial system to include an international perspective, this course introduces the student to the role of international considerations within the development of corporate policy. This course examines the determination of exchange rates and operation of exchange markets. The application of these ideas will be extended to the firm's management of foreign exchange exposure, cash management, and capital budgeting. Multinational banking and political risk management will also be studied.
673	An interdisciplinary course in the sciences, taught through lecture and laboratory, with the emphasis on learning by discovery. Topics covered include the nature of energy and matter, processes of change in the universe, and the evolution of life. Lab Fee.
674	This course will explore literary topics not normally treated in regular upper-level English courses. Specific topics will be announced during the semester previous to that in which the course will be offered. May be taken with different topics.
675	This is an advanced level reading and discussion seminar that also serves as the capstone course for the Educational Studies Minor. In this course, students will explore their designated areas of concentration in depth, develop a substantial paper based on this interest and present it to the campus community. Students will also learn about educational research methods and current issues in educational studies. These course topics will vary depending on the areas of concentration of enrolled students, who will help to co-develop portions of the syllabus to align with their research interests. Enrollment in this course is limited to students who have completed at least 12 of the 18 hours required for the Educational Studies Minor (i.e. students may be concurrently enrolled in one other education course while
676	An introduction to the art and craft of mathematical problem solving. Students interact in a seminar setting, discussing and solving interesting mathematical problems. Oral presentations of problems and solutions are a required
677	This course is designed for students who have taken advanced placement biology in high school and achieved a score of 4 or higher on the AP exam. Topics include evolution, classification, and diversity. Students enrolled in this course will choose from the same laboratory sections as those in BIOL-110. Not open to students who have
678	Once available only in supercomputers, parallel hardware is now pervasive, right down to our personal computers and mobile devices. To harness the full power of these computers programmers must understand parallel processing, which introduces challenges at many levels. This course examines methods and techniques to support parallel programming in a variety of parallel computing environments, performance analysis, effciency and complexity of parallel algorithms, and applications of parallel computation.
679	A survey of the synthetic theory of organic evolution. Major topics include: historical development of evolutionary thought, population genetics, speciation mechanisms, and adaptation. Basic evolutionary theory will be complemented with a review of empirical evidence relating to the evolutionary processes in both natural and experimental populations.Topics in human evolution will be covered which include: the origin of man, evolution of bipedalism, and tool use.
680	A study of the aesthetics and mechanics of designing scenery for the stage. Students will utilize design, drafting and presentation skills developed in class to create scene renderings, evaluations, models and working drawings based on the interpretation of a theatrical script. This course is designed for students with no theatre experience as well as professional production is required. Lab Fee.
681	This course awards academic credit to eligible students for the laboratory exploration of theatrical process as directors in the production program. The number of credits awarded will be determined in advance by the Program faculty on the basis of workload and the degree of difficulty of the assignment. A satisfactory written report practicum journal, and participation in the production program will determine the final grade. CREA-450-454 may be taken more than once to a maximum of six credits, but may not exceed three credits in any one semester. A field trip
682	This course surveys historical and contemporary theories of human and animal learning. The psychological study of learning is traced as it has developed over the past 100 years. Among the earlier theorists surveyed are Thorndike, Pavlov, Guthrie, Hull, and Tolman. The more recent theories of Skinner and Bandura are given extended treatment. Current perspectives from cognitive science and neurophysiology are also reviewed. A general theme of this course is demonstrate the relevance of each learning theory to matters of practical human importance. This course provides background that is of special relevance to individuals interested in education, child development, counseling, and clinical psychology.
683	The study of those socially constructed institutions, beliefs, and conditions that result in differential outcomes within various populations in countries around the world. The course employs appropriate sociological theories and methodologies as it addresses not only the cause of social problems, but also their interrelationship with other problems as well as possible solutions.
684	This academically oriented course will be taught in Italian and consists of coursework followed by an intensive travel study component in Italy. Orientation meetings, research, lectures and discussions will prepare students for an informed field experience. Upon return, students present a project/research paper and portfolio based on their cultural, historical, socio-
685	A study of the life and teachings of Jesus and of the community founded in his name, with special attention to the available historical sources; a literary, historical, and theological examination of the four gospels.
686	This course will be taught with varying subject content. It deals with topics that cross normal departmental boundaries. The particular content will be indicated by subtitle. School of Science students may take this course for elective credit only. It may be taken more than once with different content. 
687	An examination of religious thought--thoelogy and ethics--in the Western traditions of Judaism, Christianity, and Islam. an exploration of ways religious individuals and communities understand the divine, human experience, and the world.
688	This course focuses on the skills needed to be an effective communicator and collaborator in an international business environment. Students will craft and deliver messages for diverse audiences using a variety of written and oral presentation formats, lead discussions, and practice interpersonal communication approaches used to manage difficult conversations. Students will also apply the guidelines for building high-performing teams and lead a team meeting.
689	Internship opportunities not covered by departmental areas. Permission of Dean required. 
690	This internship provides students with practical experience in a professional media environment. Performance at the host media company, in addition to a satisfactory written report and an internship journal will determine the final grade. CREA-481 may be taken more than once to a maximum of six credits, but may not exceed three credits in any one semester.
691	This course is an historical survey of American literature of the Twentieth century, which includes a broad range of significant writers in poetry, prose, and drama. Writers will be analyzed within an historical and cultural context.
692	This introductory course orients the student to the professional field of education and schooling in the United States. Issues researched and discussed include but are not limited to the following: history and philosophy of education; purpose and role of public education; rights and responsibilities of all educational stakeholders; governance at the local, state, and federal level; and interactions among the school, home, and community that support and enhance student learning. In particular, this course will explore the issue of educational access, emphasizing student diversity within the full range of disabilities and special (transportation is the responsibility of each student). For students pursuing Siena's certification sequence, the field experience must be at the secondary level (grades 7-12).
693	This course begins with the Celtic invasion of Ireland and proceeds through the recent attempts to create a lasting peace settlement in Northern Ireland. Along the way it examines the lasting influence of the Celtic, Viking, Norman, and English invasions of Ireland. This course focuses on political, cultural, social, and religious history as a way of understanding the many factors that have shaped Irish history. In addition, this course will address the relationship between Ireland and the Irish Diaspora. It discuss Ireland's changing place in the world, its role in the British Empire, and its participation in the European Union.
694	A critical examination of the intersection of social categories based on race, ethnicity, and gender in contemporary societies. This course will explore the intersection of these categories in regards to wealth, power, and social status. It also will cover topics such as prejudice, discrimination, and racism in society. ATTR: (AMSB, ARTS, JMN, MCCP, WSTU)
695	A survey of operatic styles and major composers principally from early to modern opera geared to those students who are just beginning, or who have not yet begun, to take an interest in opera as well as for those who desire to know more about an art form they already enjoy. There is a required field trip.
696	This course is designed to introduce students to the theory and practice of interpreting ecological and aesthetic values of the natural world to the visiting public. Emphasis is placed on interpretation of natural and cultural resources and informal education in an outdoor setting. Both individually and in groups, students will plan and present interpretive materials using written, oral, and visual methods of informative and persuasive communication. At least one Saturday field trip will be required.
697	An introduction to computational physics. Numerical methods will be used to model and simulate a variety of physical systems. One three-hour laboratory session per week. Lab fee. 
698	Forensic psychology is a cutting-edge interdisciplinary arena that spans the fields of psychology, sociology, law, criminal justice, and public policy, among others. Forensic psychology unites various areas of clinical psychology, with its emphasis on psychopathology (e.g., the insanity defense) and psychological assessment (e.g., the use of assessment devices in determinations of competence and in child custody evaluations) and social psychology, with its body of literature on psychological phenomena salient to legal processes (e.g., interpersonal persuasion, the reliability of memory in eyewitnesses, psychological factors relevant to jury selection, the detection of lying) with the theory and practice of law. As a profession, the subspecialty of forensic psychology prepares psychologists to interact with the legal arena in a variety of roles, including expert witness, child custody evaluator, determiner of mental competence and dangerousness of criminal defendants, police psychologist, prison psychologist, and consultant to military, federal, state, and local law enforce-
699	This course will be taught with varying subject content in the field of Management at an intermediate level. Prerequisite course may be required. The particular content will be indicated by subtitle. It may be taken more for credit multiple times for different topics. 
700	This course provides a general introduction to Matlab, a versatile and powerful programming language and environment which is widely used by engineers, physicists, mathematicians, and other professionals. The course will cover topics such as variables, arrays, expressions, scripts functions, basic input and output operations, and Matlab visualization tools, as well as basic computer programming techniques such as loops, conditional statements, and how to identify and fix programming errors.
701	An intermediate-level examination of Classical and Keynesian models of income determination, post-Keynesian thought and the Monetarist alternative, and the problems of
702	An examination of bases, advantages and problems of international trade from the perspective of classical, neoclassical and modern theories. Key topics include determinants of the gains from trade, changes in income distribution resulting from trade, the rationale and consequences of commercial policies (e.g.tariffs, quotas and subsidies) and industrial policies designed to enhance the trade competitiveness of trading economies. Emphasis is placed on the consequences of income distribution from trade and, therefore, on questions of equity and efficiency.
703	A survey of contempory writings in the chemical sciences designed to acquaint students with recent advances in the field and with the progression of chemical thought. Students enrolled in this course will choose from the same laboratory sections as those in
704	This course provides a forum for observing, analyzing, discussing and writing about the aesthetics of film. This course also teaches the basics of film criticism and reveals how film criticism affects the making and remaking of film
705	Intensive review of grammar and syntax, supplemented by A continuation of GERM-201
706	This course provides field experience in religiously oriented work and programs such as those carried out in a pastoral care department, a religious service agency, a campus ministry, or a consultation center. The internship will provide for a minimum of 120 hours during the semester on the basis of a mutually satisfactory Learning Agreement agreed to by both the Department Faculty Internship Advisor and the student in consultation with the Field Supervisor. The student will be graded by Siena's Internship Faculty Advisor in the Religious Studies Department with substantial input from the Internship Supervisor in the field. Internships are restricted to junior and senior students.
707	This course will introduce the formal and narrative study of film. We will focus on film history, the technology of film production, and the methodology of film studies as an academic discipline. Through screenings, readings, discussion, and writing, students will develop a formal and aesthetic appreciation of film, and acquire a general awareness of film history and its key movements from its beginnings as a black and white silent art form to the contemporary global digital age. We will pay particular attention to the cultural, political, and economic contexts from which it emerges. This course is a requirement of the Film Studies Minor and it is highly recommended, but not required, as a prerequisite for other Film Minor courses.
708	The development of the American West from its role in the Anglo-French conflict for empire to the official closing of the frontier by the census of 1890.
709	This course examines how firms make effective financial management decisions in an uncertain, multinational environment. Students will learn how to determine financing needs, evaluate financing alternatives and assess the impact of financing decisions on the cost of capital. Students will apply a consistent valuation methodology to multinational firms, assess alternatives for firms to return value to shareholders and apply options analysis to capital budgeting decisions. Prerequisite: FINC 550
710	This course is designed to help the professional explore, select and model large quantities of data to uncover novel patterns and new insight into mature business processes. Students will learn when and how to use various mining techniques from large datasets chosen from the accounting, finance and marketing areas. Topics may include forecasting, clustering, nearest neighborhood classification and regression, principal component analyses and factor analyses. Topics are expected to change as the discipline continues to redefine itself.
711	Field study experience in subject areas covered by the departments of Accounting, Economics, Finance, and Marketing/Management. Students will explore career opportunities and field work experience related to their major field of study, working 120 to 150 hours per semester for each 3-credit internship. Students will be graded on a pass/fail basis. Students will be required to maintain a field experience journal, attend scheduled classroom seminars, and complete a final report or project. BUDV-482 may be taken twice for a maximum of 6 credits, which do not count toward credits earned in a student's major field of
712	A survey of operatic styles and major composers principally from early to modern opera geared to those students who are just beginning, or who have not yet begun, to take an interest in opera as well as for those who desire to know more about an art form they already enjoy. There is a required field trip.
713	This course consists of reading selections from representative authors of Classical Greek, for students who have completed elementary Greek.
714	A survey of the historical and religious development of those churces which belong in the tradition of Eastern Christianity and the contributions which churches of the Eastern tradition make to Christianity in the contemporary world.
715	This course focuses on wave phenomena and statistical physics. Topics are emphasized that provide a foundation for
716	A survey of German history and culture from the Age of the Revolution to the Weimar Republic.
717	This course examines various aspects of science from a philosophical perspective. Topics may include: scientific explanation; causation; induction, confirmation and underdetermination; realism and the nature of theories; scientific change and rationality; and science, culture, and society. Thinkers to be considered may include Hempel,
718	Political and cultural development of modern France from the French Revolution to the present.
719	The major focus of this course will be on the nature, needs, and characteristics of the adolescent learner, as well as the philosophy, curriculum, and pedagogy (including methods and materials) appropriate for middle-level education in New York State. This course will address diverse instructional strategies, including interdisciplinary teaching, teaming, and cooperative learning. Successful middle-level educational programs, which focus on and promote both the intellectual and personal development of the early adolescent, will be examined. A twenty-hour field experience is required at the middle school or junior high school level (transportation is the responsibility of each student).
720	A study in English of the Greco-Roman myths that treat the origin of the world, the generations of the gods, the creation of the human race, and the relationship between mortals and immortals. Also examined will be ancient notions of worship, including the importance of sacrifice and mystery cults. Different, contemporary, theoretical perspectives will be employed to interpret the meaning conveyed by these stories both for the ancients and for the modern world and to evaluate their force in the development of Greek and Roman culture, literature, and art and their
721	A one-semester course in film studies taught periodically by faculty from the Schools of Liberal Arts, Science, or Business. Each time it is offered the course will focus on a single theme-for example, War in American Films, Horror from the 50's and 60's, The Western, and Film Noir-or on Akira Kurasowa. Combines theoretical, literary and historical studies with critical viewings of films. May be taken twice for credit under different themes.
722	This course examines British culture from the postmodern and contemporary era. By drawing on historic, political, and aesthetic concerns, this class may consider multiple genres of literature, but also emphasize how other arts shape what it means to have a British identity. Film, visual arts, popular music, and other cultural productions may be studied as primary or secondary sources in order to bolster a broader sense of how to understand the role of Britishness in the contemporary world. Readings will be taken from a variety of backgrounds and may include authors from the United Kingdom or Anglophone writers who reflect on the sordid legacy of the British Empire.
723	Interns work in historical societies, museums, resource centers, etc. (The evaluation of such credit is made by the staff of the participating institution and the Director.) Open to second semester juniors and seniors who have completed a minimum of 12 credit hours in history, including U.S. history, and who present at least a 3.0 GPA in the American Studies Program is required. (Crosslisted as HIST-480)
